2,GENERAL,,General Notes ,,,,GSP Information,Answer,,,
WQ,PROJECTS & MANAGEMENT ACTIONS,,Environment,2,Does the GSP include any recharge projects with explicit benefits to the environment?,"NO = no recharge & no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to environment generally &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR, multi-benefit recharge",No,"""8.1.3.1 Project 1: Northeast Antioch Annexation Water and Sewer Facility Installation
This project involved construction of new water and sewer facilities where there were none. Residents in this area had been relying on aging individual wells and septic tanks without access to municipal treated water or sewer services. This project provides facilities to a lower-income community, thus more equitably providing water access and protecting groundwater from potential septic tank and leach field contamination. 
Expected Benefits and Evaluation: Groundwater recharge is an important part of the GSP and will be critical to maintaining long-term Subbasin sustainability. This project is anticipated to reduce 8 AFY in groundwater pumping by providing residents and businesses access to the City of Antioch water supply. Furthermore, the project is expected to benefit water quality through reduction of potential contamination. Benefits to groundwater levels and water quality will be evaluated through monitoring, as described in Section 6. &&&
8.1.3.2 Project 2: Non-Potable Storage Facility and Pump Station
The Wastewater Treatment Plant (WWTP) discharges about 2 million gallons of recycled water per day into Marsh Creek. Utilization and blending of this valuable resource are major strategic components for compliance with the requirements of the National Pollution Discharge Elimination System (NPDES) Permit. This reduces the reliance and associated treatment costs on potable water and complies with both State and City mandates on increasing recycled water usage.&&&


","Page 8-9 / 8.1.3.1
Page 8-9 / 8.1.3.2
","1. Are there projects that involve groundwater recharge? yes
2. Do those projects list explicit benefits to the environment? No
3. Are the projects new, on-going or proposed? Project 1:Completed/ Completed
4. Are the projects implemented by the GSP or others? Project 1 : GSAs, in this case the City of Antioch GSA, have the authority to plan and implement projects./ Project 2 : city of brentwood
5. If others, is the GSP coordinating with the others in implementation? Yes

They have multiple recharge projects. completed and planned but no benefit to environment is mentioned.
"
WQ,,,Environment,2,"Does the GSP include any habitat or stream restoration or invasive species removal projects (e.g., to improve water supply in the basin or GDE habitats)?",NO = on-going project without coordination. SOMEWHAT = on-going project with coordination &/or proposed project;  YES = the GSPs implementing;,"invasive species, habitat",No,,,"If yes to projects:
1. Are the projects new, on-going or proposed?
2. Are the projects implemented by the GSP or others? 
3. If others, is the GSP coordinating with the others in implementation?
"
WQ,,,All,1,"Does the GSP identify benefits or impacts of identified projects and management actions to key beneficial users such as GDEs, drinking water users, tribes, DACs?","NO = no mention of benefits, &/ on-going project without coordination beyond general mention of ""beneficial users"". SOMEWHAT = beneficial users explicilty identified, but impacts not well described or beneficial users explicilty identifed and described, but no PMAs with benefits to GDEs, drinking water users, tribes or DACs;  YES = beneficial users exlicitly idenfitied, impacts and benefits described and PMAs with benefits to GDEs, drinking water users, tribes and DACs.","beneficial users, environment, GDE, DAC, trib*",Somewhat,"Management Action 1: Well Spacing Control
As determined by a GSA, well spacing control may be imposed to prevent a new well from causing a significant reduction in the production of any existing well in the vicinity. Sufficient well spacing, defined as the distance between the proposed new well and existing wells, would be required to mitigate the impacts of pumping interference (water level drawdown) induced by operation of the prospective new well to a less-than-significant degree. Determination of a significant impact shall be made by the GSA on a case-by-case basis considering, but not limited to, the number of wells potentially affected, the estimated effect on existing well production and cost, and the types and uses of the affected wells (e.g., domestic, agricultural, and industrial). The GSAs will seek to prioritize protection of disadvantaged communities, rural domestic wells, agricultural uses, and environmental resources consistent with the Sustainable Management Criteria set forth in this GSP (see Section 7).&&&
8.1.3.3 Project 3: Dry-year Water Transfer ECCID/CCWD
Under this project, CCWD diverts surface water of the same quantity ECCID has pumped from groundwater sources to meet local municipal and industrial demands within the ECC Subbasin. In wet years ECCID does not pump groundwater beyond what is required for use by ECCID direct use customers. This project is ongoing and implemented on an as needed basis and could be expanded if necessary to meet water supply needs while avoiding undesirable results. This exchange benefits local domestic supply as the aquifer recovers quickly through natural recharge and aids in meeting the measurable objective of maintaining average groundwater storage through all water year types. Although surface water meets about 85 percent of the ECC Subbasin water supply, groundwater can play a key role in prolonged droughts and benefit and preserve the agricultural resources of the region. ECCID will pump additional groundwater in dry years when surface waters are in a shortage as a result of drought.&&&","Page 8-23 / 8.2.1.3
Page 8-11 / 8.1.3.3","1. Do they identify explicity beneficial users? Yes
2. Do they describe the impact or benefit to the users identified? Not on DAC
3. Across all PMAs, do they include GDEs, drinking water users, Tribes and DACs? If yes, which?  DAC & domestic users / Project 3: domestic water users
4. Are the projects proposed, ongoing? this management action may be implemented and would be monitored and quantified with respect to groundwater levels, as needed, / Project 3: ongoing, The project will be implemented in dry years under an existing agreement.
5. Are the projects implemented by GSA or others? GSA/ Project 3: East Contra Costs 

They just mention DAC, no evaluation
"
Stakeholder & WQ,,,DACs,2,Does the GSP include any recharge projects with explicit benefits to DACs?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to environment & the GSPs implementing;","recharge, managed aquifer recharge, MAR",No,"""8.1.3.1 Project 1: Northeast Antioch Annexation Water and Sewer Facility Installation
This project involved construction of new water and sewer facilities where there were none. Residents in this area had been relying on aging individual wells and septic tanks without access to municipal treated water or sewer services. This project provides facilities to a lower-income community, thus more equitably providing water access and protecting groundwater from potential septic tank and leach field contamination. 
Expected Benefits and Evaluation: Groundwater recharge is an important part of the GSP and will be critical to maintaining long-term Subbasin sustainability. This project is anticipated to reduce 8 AFY in groundwater pumping by providing residents and businesses access to the City of Antioch water supply. Furthermore, the project is expected to benefit water quality through reduction of potential contamination. Benefits to groundwater levels and water quality will be evaluated through monitoring, as described in Section 6. &&&
8.1.3.2 Project 2: Non-Potable Storage Facility and Pump Station
The Wastewater Treatment Plant (WWTP) discharges about 2 million gallons of recycled water per day into Marsh Creek. Utilization and blending of this valuable resource are major strategic components for compliance with the requirements of the National Pollution Discharge Elimination System (NPDES) Permit. This reduces the reliance and associated treatment costs on potable water and complies with both State and City mandates on increasing recycled water usage.&&&


","Page 8-9 / 8.1.3.1
Page 8-9 / 8.1.3.2
","1. Are there projects that involve groundwater recharge? yes
2. Do those projects list explicit benefits to DAC? No
3. Are the projects new, on-going or proposed? Project 1:Completed/ Completed
4. Are the projects implemented by the GSP or others? Project 1 : GSAs, in this case the City of Antioch GSA, have the authority to plan and implement projects./ Project 2 : city of brentwood
5. If others, is the GSP coordinating with the others in implementation? Yes

They have multiple recharge projects. completed and planned but no benefit to DAC.
"
WQ,,,DACs / Drinking Water,NA,Does the GSP include a drinking water well mitigation program to avoid significiant and unreasonable loss of drinking water?,"NO: No well mitigation program SOMEWHAT: well mitigation program, but not explicitly for drinking water users and DACs &/ proposed or on-going with coordination YES: well mitigation program for drinking water users and DACs","drinking water, well mitigation program",No,,,"1. Is there a well mitigation program? No
2. Is the program new, on-going or proposed?
3. Is the well mitigation program explicitly for drinking water users and DACs?

"
WQ,,,DACs,1,Does the GSP identify potential impacts to water quality from Projects and Management Actions?,"NO = no mention of benefits, &/ on-going project without coordination. SOMEWHAT = benefits to beneficial users broadly &/or on-going project with coordination &/or proposed project;  YES = explicit benefits to DACs & the GSPs implementing;","water quality, disadvantaged communit*, DAC",Somewhat,"8.1.3.1 Project 1: Northeast Antioch Annexation Water and Sewer Facility Installation
This project involved construction of new water and sewer facilities where there were none. Residents in this area had been relying on aging individual wells and septic tanks without access to municipal treated water or sewer services. This project provides facilities to a lower-income community, thus more equitably providing water access and protecting groundwater from potential septic tank and leach field contamination. 
Expected Benefits and Evaluation: Groundwater recharge is an important part of the GSP and will be critical to maintaining long-term Subbasin sustainability. This project is anticipated to reduce 8 AFY in groundwater pumping by providing residents and businesses access to the City of Antioch water supply. Furthermore, the project is expected to benefit water quality through reduction of potential contamination. Benefits to groundwater levels and water quality will be evaluated through monitoring, as described in Section 6. &&&
8.1.4.2 Project 5: City of Antioch Brackish Water Desalination Project
This project improves water supply reliability by providing the production of up to 6 MGD of drinkable water utilizing high salinity water from the San Joaquin River that was previously untreatable via conventional treatment methods.
Water supply reliability is a critical component of the GSP and will be important in maintaining the sustainability of the Subbasin. This project will introduce up to 6 MGD of new drinking water into the region, equivalent to providing water for 27,000 people per day1. This water will be produced from high salinity source water from the San Joaquin River that is currently unusable, utilizing conventional treatment methods. The benefits will be evaluated based on volumetric measurement of the amount of treated water put into the system.

","Page 8-8 / 8.1.3.1
Page 8-15 / 8..1.4.2","1. Do those projects list potential impacts to water quality? Yes
2. Do those Projects list potential impacts to DAC? No
3. Are the projects new, on-going or proposed? Project 1:Completed/ Project 5: Under construction: 
4. Are the projects implemented by the GSP or others? Project 1 : GSAs, in this case the City of Antioch GSA, have the authority to plan and implement projects./ Project 5: Antioch CIty
5. If others, is the GSP coordinating with the others in implementation? Yes

they have multiple projects with benefits to WQ, However no mention of DAC"
CC/Other,OTHER,,,NA,Does the GSP have plans to use Open ET to monitor groundwater extractions from agriculture?,"No: Open ET not mentioned in GSP
Somewhat: Satellite based evapotranspiration used in analysis and monitoring for future groundwater extractions from agriculture
Yes: Open ET identified as a resource that will be used for monitoring future extractions from agriculture",OpenET,No,,,
CC/Other,,,,NA,Does the GSP have plans to install meters on wells in the basin?,"No: No mention of installing meters on wells or mentions meters as a DWR recommendation but no plans to install
Somewhat: Mentions potential plans for installing meters in event of exceedance, or identifies need for meters but no details of plans for installation
Yes: Describes plans for installing meters in detail as a planned project  ",meters,Somewhat,"Management Action 3: Well Metering, Monitoring, and Reporting - A fundamental requirement for sustainable groundwater management is quantification of a water budget and continual updating of predictive tools, such as groundwater flow models, used to assess water supply availability under future water demands, land-use changes, climate change, and sea level rise. To meet this need, a GSA may impose metering, monitoring, and reporting requirements for new and existing wells...
...Groundwater conditions are projected to remain at sustainable levels into the future under GSP implementation, as described in Section 7. This management action may be implemented and would be monitored and quantified with respect to groundwater conditions, as needed, if sustainable conditions are not maintained in any areas of the Subbasin during initial GSP implementation. This will be determined by the methods described in Section 6. Some GSAs may implement metering and reporting of existing and new wells proactively as a local policy.",Page 8-26 / 8.2.1.5,Meter requirement only to be implemented if sustainability not maintained
CC/Other,,,,NA,"Does the GSP have plans to implement demand reduction (e.g., pumping cuts) in the basin?","No:  Demand reduction not mentioned 
Somewhat: Mentions potential plans for demand reduction in event of exceedance, or future potential PMAs of demand reduction
Yes: Planned PMAs of demand reduction are described","demand, demand reduction, pumping cuts, demand management",Somewhat,"Management Action 4: Demand Management Program - The ECC member water agencies have a range of options for implementing demand management, if required. These would only be included as part of GSP implementation as needed in any areas where sustainable groundwater conditions are not maintained. Through reducing overall water demand, this action would potentially provide a benefit to all measurable objectives. General types of demand management programs include:
• Allocation. An allocation may be directly coupled with pumping limits. Under an allocation, the different sources of groundwater are quantified and allocated to individual parcels, wells, or entities (such as, for example, farming operations). By defining the quantities of groundwater available to individuals, this can incentivize reductions in use and development of new recharge opportunities. An allocation is a rigid method for implementing demand management. It effectively limits water use on a well, parcel, or operation basis. This could require idling land or switching crop or landscape on lands that have insufficient allocation to meet irrigation demand, which imposes costs on water users (e.g., growers). There are ways to increase the flexibility of allocations to reduce the costs of demand management. For example, the allocation could be defined as an average over a period of time rather than a fixed amount every year, or users could be allowed to carry over unused allocation into the next year.
• Allocation + Water Market. An allocation that is less than historical water use can be coupled with a water market. A groundwater market is another way to increase the flexibility of an allocation to reduce costs of demand management. A market is an institution that allows willing buyers and sellers to exchange groundwater allocation (“credits”). More broadly, a market creates a means to exchange allocation with another groundwater user, whether for a single season or using a multi-year trade. Willing sellers trade a part of their allocation to willing buyers in exchange for a payment that the seller expects will exceed the return he/she would have earned from using the water for irrigation. This additional flexibility reduces the cost to the GSA’s users of achieving demand reduction under an allocation. Development of a water market institution is a complex process that encompasses more than defining the groundwater allocation. This investigation would be initiated by the GSAs in the future, if needed.
• Land Repurposing. Land repurposing programs are more targeted than an allocation or market program but maintain flexibility for participants by its voluntary nature. Such a program would provide a financial incentive to willing participants for their currently irrigated lands to be repurposed into other, non-irrigated uses. Programs can focus on short-term drought conditions, or they can provide multi-year reductions in demand if that is needed under some conditions. For longer-term programs, lands can be repurposed to achieve other multi-benefit objectives - for example, to create habitat corridors or to support local endangered species.
• Other financial incentives. Demand management can also be achieved through a range of other financial incentives. This could include positive financial incentives to reduce consumptive groundwater use. It could also include groundwater extraction fees that disincentivize groundwater use.
",Page 8-28 / 8.2.1.6,"Demand reduction MA merely in conceptual phase, only for implementation if thresholds crossed/necessary to maintain sustainability"
CC/Other,,,,NA,"Does the GSP have plans to implement supply augmentation (e.g., recharge projects, desalinating brackish groundwater) in the basin to achieve sustainability?","No: No plans in place for supply augmentation
Somewhat: Potential projects or evaluations of feasibility to implement supply augmentation mentioned
Yes: Planned supply augmentation described in detail to achieve sustainability","recharge, managed aquifer recharge, MAR, desalin*, brackish groundwater",Yes,"Project 1: Northeast Antioch Annexation Water and Sewer Facility Installation - Groundwater recharge is an important part of the GSP and will be critical to maintaining long-term Subbasin sustainability. This project is anticipated to reduce 8 AFY in groundwater pumping by providing residents and businesses access to the City of Antioch water supply. Furthermore, the project is expected to benefit water quality through reduction of potential contamination. Benefits to groundwater levels and water quality will be evaluated through monitoring, as described in Section 6. (Completed May 2020)
&&
Project 2: Non-Potable Storage Facility and Pump Station - Recycled water is an important part of the City’s water resources. Recycled water allows the City of Brentwood to conserve potable water, thereby ensuring a reliable water supply for current and future demand. This project is expected to offset 1,661 AFY in water demand. The amount of in-lieu recharge depends on the availability of other sources, but some offset of groundwater pumping is expected. The Non‐Potable Storage Facility project will improve access to recycled water supplies. Alternate water supplies will be an important component of the priorities and requirements to facilitate sustainable groundwater management and will be critical to establishing longterm groundwater sustainability. Benefits will be evaluated through volumetric measurement of recycled water added back into the system. (Completed 2020)
&&
Project 4: Citywide Non-Potable Water Distribution System - Recycled water is an important part of the City’s water resources. Recycled water allows the City to conserve potable water, thereby ensuring a reliable water supply for current and future demand. The Non‐Potable Water Distribution System project will expand the non-potable water distribution system and improve access to recycled water supplies. This project will create an additional 1,661 AFY in total water supply and offset groundwater pumping and dependence on surface water. Developing alternative water supplies is an important component of the requirements to achieve sustainable groundwater management and will be critical to maintaining long-term groundwater sustainability. Benefits will be evaluated through volumetric measurement of recycled water added back into the system. (under construction, est. completion Nov 2021)
&&
Project 5: City of Antioch Bracish Water Desalination Project - Water supply reliability is a critical component of the GSP and will be important in maintaining the sustainability of the Subbasin. This project will introduce up to 6 MGD of new drinking water into the region, equivalent to providing water for 27,000 people per day. This water will be produced from high salinity source water from the San Joaquin River that is currently unusable, utilizing conventional treatment methods. The benefits will be evaluated based on volumetric measurement of the amount of treated water put into the system. (under construction, est completion 2023)
&&
Project 6: Treatment and Reuse of Alternative Water Supplies - This project will create up to 2,800 AFY reduction in future estimated aquifer extraction through availability of recycled water. This likely will increase as flows to the sanitary district increase due to regional growth. The yield will be evaluated through volumetric monitoring of recycled water delivered for parks and landscape use. Developing alternative water supplies is an important component of maintaining long-term groundwater sustainability. (undergoing feasibility study)","Page 8-8 / 8.1.3.1
Page 8-10 / 8.1.3.2
Page 8-14 / 8.1.4.1
Page 8-16 / 8.1.4.2
Page 8-18 / 8.1.5.1",Most of the recharge/supply augmentation PMAs are ongoing or have already been completed
CC/Other,,,,NA,"Do they evaluate whether Project and Management Actions close the gap for current and projected sustainable yield (e.g., overdraft as compared to the projected sustainable yield)? ","No: No mention of sustainable yield or overdraft, or closing the gap through PMAs
Somewhat: PMAs are described to close the gap but are future potential projects
Yes: Planned PMAs are identified as those that close the gap for projected sustainable yield and is demonstrated quantitatively","sustainable yield, overdraft, balance",Yes,"As established in Section 7, groundwater conditions in the ECC Subbasin exhibit stability and sustainability. The technical analysis of groundwater conditions shows through historic and current use of the Subbasin no signs of chronic lowering of groundwater levels, reduction of groundwater storage, land subsidence, sea water intrusion, degraded water quality or depletion of interconnected surface water. The Subbasin Sustainability Goal broadly includes maintaining safe and reliable access to groundwater, assessing and managing groundwater in the future under climate change, protecting the sustainable yield, and continuing to avoid undesirable results of groundwater extraction as defined by Subbasin stakeholders.
Projects and management actions (PMAs) were developed to achieve the ECC Subbasin sustainability goal by 2042 and avoid undesirable results over the GSP planning and implementation horizon. Given the current and projected stability and sustainability of groundwater in the ECC Subbasin, PMAs are developed with the goal of maintaining sustainable groundwater conditions. PMAs include a suite of targeted PMAs that the GSAs may develop and implement, if needed under future conditions. The GSP also includes some PMAs that are expected to be implemented (or are already being implemented) by individual GSAs in the Subbasin to maintain sustainability.",Page 8-1 / 8.0,"Basin stated not to be in overdraft, and thus PMAs will not close any gap. PMAs will maintain sustainability however, with many PMAs already complete or under construction"
CC/Other,,,,NA,Does the GSP reference / propose any new water markets in the basin?,"No: No new water markets referenced or proposed
Somewhat: no somewhat for this question
Yes: New water markets are referenced or proposed",water market,Yes,"• Allocation + Water Market. An allocation that is less than historical water use can be coupled with a water market. A groundwater market is another way to increase the flexibility of an allocation to reduce costs of demand management. A market is an institution that allows willing buyers and sellers to exchange groundwater allocation (“credits”). More broadly, a market creates a means to exchange allocation with another groundwater user, whether for a single season or using a multi-year trade. Willing sellers trade a part of their allocation to willing buyers in exchange for a payment that the seller expects will exceed the return he/she would have earned from using the water for irrigation. This additional flexibility reduces the cost to the GSA’s users of achieving demand reduction under an allocation. Development of a water market institution is a complex process that encompasses more than defining the groundwater allocation. This investigation would be initiated by the GSAs in the future, if needed.",Page 8-28 / 8.2.1.6,"Trading of pumping credits mentioned, though this is merely a conceptual PMA that will only be implemented if needed to maintain sustainability"
CC/Other,,,,NA,"Does the GSP identify the potential impact of climate change on obtaining/crossing thresholds for Sustainable Management Criteria (e.g., as a driver of undesirable result or potential reason for crossing a minimum threshold)?","No: No impacts from climate change referenced in SMC
Somewhat: References climate change impacts but does not identify as a reason for crossing thresholds
Yes: Explicitly identifies climate change as a reason for obtaining/crossing thresholds for SMC",climate change,Somewhat,"There is no evidence that groundwater levels are chronically declining in the ECC Subbasin, and they are not expected to do so in the future. However, SGMA regulations require the GSP to identify future conditions (over 50 years) that may lead to chronically declining water levels, and they could include the following:
 Significantly worse hydrologic conditions than currently projected under climate change scenarios (see Section 5).
 Regulatory changes in streamflow requirements imposed by the SWRCB that reduce long standing surface‐water rights and supplies.
 Expansion of pumping in place of existing surface water supply source. Expansion of pumping may induce localized drawdowns and groundwater level declines.
 Changes in the historical management of the Delta and salinity control point.
The above hypothetical causes are considered unlikely under projected land and water uses and the cooperative regional water supply coordination among GSAs and other agencies. In addition, factors such as climate change and sea level rise are included in the ECC Subbasin groundwater budget as described in (Section 5).
&&
The ECC Subbasin has experienced no long‐term reduction in groundwater storage due to pumpage or other imbalance in the water budget. Although unlikely, hypothetical conditions that may lead to a reduction in groundwater storage include the following:
 Prolonged drought. An extensive drought greater than planned for may cause increased pumping of groundwater and a reduction of groundwater storage to a significant and unreasonable level.
 Regulatory changes in streamflow requirements imposed by the SWRCB that reduce long standing surface‐water rights and supplies.
 Expansion of pumping and reduced surface water use.
The above hypothetical causes are considered unlikely under projected land and water use estimates even when the effects of climate change and sea level rise are considered (see Section 5).
","Page 7-8 / 7.3.1.3
Page 7-18 / 7.3.2.3","CC identified as a potential driver for chronically declining GW levels, and impacts noted for lowering of GW storage (but not identified as a driver)"
CC/Other,,,,NA,"Does the GSP includes details on coordination with water quality control programs (e.g., Regional Water Quality Control Board, CV-Salts)?","No: No mention of RWQCB or it is mentioned but coordination not discussed at all
Somewhat: Recognizes RWQCB as interested party or stakeholder but details of coordination not included
Yes: Coordination between RWQCB and GSA are clearly defined","Regional Water Quality Control Board (RWQCB), CV-Salts",No,"This project includes the construction of a new intake from the San Joaquin River, modification to an existing water treatment plant, installation of approximately 4.5 miles of pipeline, and the introduction of brine in the discharge stream at the location of the wastewater treatment facility. The work will require permits from National Marine Fisheries Services (NMFS), California Department of Fish and Wildlife (DFW), Regional Water Quality Control Board (RWQCB), U.S. Army Corps of Engineers (USACE), State Department of Transportation (Caltrans), and Union Pacific Railroad (UPRR). All permits for this project have been obtained.",Page 8-16 / 8.1.4.2,"RWQCB only referenced as an entity GSA needed to get a permit from in order to complete a PMA; RWQCB not mentioned as a stakeholder/authority on WQ, and coordination is not mentioned at all"
CC/Other,,,,NA,"How many PMAs are there (total #, including tiers)?","No spectrum, just # of PMAs",,12,,,
CC/Other,,,,NA,"Are the PMAs all planned projects?  If not, please elaborate whether projects are proposed and how many are proposed versus planned?","no = all proposed
somewhat = mix of planned and proposed
yes = all planned",,Somewhat,,,"3 completed, 4 planned or under construction, 5 'conceptual"" or ""varied"""
